Tue Oct 12 14:32:20 2010 (PID:23462) : |  ERROR | -> MSG: get_shared_memory_slave(): error allocating shared memory space (shmget): File exists
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 19:49:41 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:09:43 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:29:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 20:49:45 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:09:46 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:29:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 21:49:49 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:09:50 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:29:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 22:49:51 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:09:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
Sun Oct 24 23:29:52 2010 (PID:45837) : | Warning | -> MSG: computer_pool_free() error found while deleting shared memory poolshmid. (Msg: Invalid argument)
